ID,Nombre,Cédula,Rol,Contraseña,Departamento,Municipio,Zona,Puesto,Mesa,Ubicación Completa,Activo,Presencia Verificada,Último Acceso
38,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR,,QUINDIO - ARMENIA - Zona 06 - IE CAMARA JUNIOR,Sí,No,Nunca
42,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE ESCUELA NORMAL SUPERIOR,,QUINDIO - ARMENIA - Zona 07 - IE ESCUELA NORMAL SUPERIOR,Sí,No,Nunca
46,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,,QUINDIO - ARMENIA - Zona 08 - CENTRO ADMINISTRATIVO MUNICIPAL,Sí,No,Nunca
50,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE GRAN COLOMBIA,,QUINDIO - ARMENIA - Zona 09 - IE GRAN COLOMBIA,Sí,No,Nunca
56,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO,Sí,No,Nunca
65,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 98,CARCEL VILLA CRISTINA,,QUINDIO - ARMENIA - Zona 98 - CARCEL VILLA CRISTINA,Sí,No,Nunca
18,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE INSTITUTO TECNICO INDUSTRIAL,,QUINDIO - ARMENIA - Zona 01 - IE INSTITUTO TECNICO INDUSTRIAL,Sí,No,Nunca
23,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 02,IE MARCELINO CHAMPAGNAT,,QUINDIO - ARMENIA - Zona 02 - IE MARCELINO CHAMPAGNAT,Sí,No,Nunca
27,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE CIUDADELA DEL SUR,,QUINDIO - ARMENIA - Zona 03 - IE CIUDADELA DEL SUR,Sí,No,Nunca
32,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 04,IE LAS COLINAS,,QUINDIO - ARMENIA - Zona 04 - IE LAS COLINAS,Sí,No,Nunca
35,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE CAMILO TORRES,,QUINDIO - ARMENIA - Zona 05 - IE CAMILO TORRES,Sí,No,Nunca
39,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE GUSTAVO MATAMOROS D. COSTA,,QUINDIO - ARMENIA - Zona 06 - IE GUSTAVO MATAMOROS D. COSTA,Sí,No,Nunca
43,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE,,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE,Sí,No,Nunca
47,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,COL SAGRADO CORAZON DE JESUS B,,QUINDIO - ARMENIA - Zona 08 - COL SAGRADO CORAZON DE JESUS B,Sí,No,Nunca
51,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,COLISEO DEL CAFE,,QUINDIO - ARMENIA - Zona 09 - COLISEO DEL CAFE,Sí,No,Nunca
57,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE REPUBLICA DE FRANCIA,,QUINDIO - ARMENIA - Zona 10 - IE REPUBLICA DE FRANCIA,Sí,No,Nunca
19,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE SIMON RODRIGUEZ,,QUINDIO - ARMENIA - Zona 01 - IE SIMON RODRIGUEZ,Sí,No,Nunca
24,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO JOSE CUERVO SUR,,QUINDIO - ARMENIA - Zona 02 - IE RUFINO JOSE CUERVO SUR,Sí,No,Nunca
28,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE JUAN XXIII,,QUINDIO - ARMENIA - Zona 03 - IE JUAN XXIII,Sí,No,Nunca
36,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE LUIS BERNAL GIRALDO,,QUINDIO - ARMENIA - Zona 05 - IE LUIS BERNAL GIRALDO,Sí,No,Nunca
40,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR SEDE LA PAVON,,QUINDIO - ARMENIA - Zona 06 - IE CAMARA JUNIOR SEDE LA PAVON,Sí,No,Nunca
44,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE SD LA PATRIA,,QUINDIO - ARMENIA - Zona 07 - IE CIUDADELA DE OCCIDENTE SD LA PATRIA,Sí,No,Nunca
48,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,ESC. SUP. DE ADMINISTRACION PUBLICA ESAP,,QUINDIO - ARMENIA - Zona 08 - ESC. SUP. DE ADMINISTRACION PUBLICA ESAP,Sí,No,Nunca
52,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE INEM JOSE CELESTINO MUTIS,,QUINDIO - ARMENIA - Zona 09 - IE INEM JOSE CELESTINO MUTIS,Sí,No,Nunca
58,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,ESC. DE ADM. Y MERCADOTECNIA EAM,,QUINDIO - ARMENIA - Zona 10 - ESC. DE ADM. Y MERCADOTECNIA EAM,Sí,No,Nunca
20,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD PRINCIPAL,,QUINDIO - ARMENIA - Zona 01 - IE TERESITA MONTES SD PRINCIPAL,Sí,No,Nunca
29,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE POLICARPA SALAVARRIETA,,QUINDIO - ARMENIA - Zona 03 - IE POLICARPA SALAVARRIETA,Sí,No,Nunca
53,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE SANTA EUFRACIA,,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE SANTA EUFRACIA,Sí,No,Nunca
59,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,FUNDACION QUINDIANA DE ATENCION INTEGRAL,,QUINDIO - ARMENIA - Zona 10 - FUNDACION QUINDIANA DE ATENCION INTEGRAL,Sí,No,Nunca
54,ARMENIA_P06,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE PRINCIPAL,,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE PRINCIPAL,Sí,No,Nunca
60,ARMENIA_P06,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,SENA CENTRO AGROINDUSTRIAL,,QUINDIO - ARMENIA - Zona 10 - SENA CENTRO AGROINDUSTRIAL,Sí,No,Nunca
61,ARMENIA_P07,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE EUDORO GRANADA SD FUNDADORES,,QUINDIO - ARMENIA - Zona 10 - IE EUDORO GRANADA SD FUNDADORES,Sí,No,Nunca
62,ARMENIA_P08,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE SANTA TERESA DE JESUS SD LA FLORIDA,,QUINDIO - ARMENIA - Zona 10 - IE SANTA TERESA DE JESUS SD LA FLORIDA,Sí,No,Nunca
66,ARMENIA_P27,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,EL CAIMO,,QUINDIO - ARMENIA - Zona 99 - EL CAIMO,Sí,No,Nunca
67,ARMENIA_P58,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,MURILLO,,QUINDIO - ARMENIA - Zona 99 - MURILLO,Sí,No,Nunca
68,ARMENIA_P70,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,FUND. MANOS UNIDAS DE DIOS (PANTANILLO),,QUINDIO - ARMENIA - Zona 99 - FUND. MANOS UNIDAS DE DIOS (PANTANILLO),Sí,No,Nunca
69,BUENAVISTA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,BUENAVISTA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - BUENAVISTA - Zona 00 - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
70,BUENAVISTA_P70,Sin cédula,coordinador_puesto,test123,QUINDIO,BUENAVISTA,Zona 99,IE RIO VERDE BAJO,,QUINDIO - BUENAVISTA - Zona 99 - IE RIO VERDE BAJO,Sí,No,Nunca
71,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,INST.EDUC.SEGUNDO HENAO,,QUINDIO - CALARCA - Zona 01 - INST.EDUC.SEGUNDO HENAO,Sí,No,Nunca
76,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,COLEGIO ROBLEDO,,QUINDIO - CALARCA - Zona 02 - COLEGIO ROBLEDO,Sí,No,Nunca
80,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 90,PUESTO CENSO (VIVE DIGITAL),,QUINDIO - CALARCA - Zona 90 - PUESTO CENSO (VIVE DIGITAL),Sí,No,Nunca
81,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 98,CARCEL,,QUINDIO - CALARCA - Zona 98 - CARCEL,Sí,No,Nunca
72,CALARCA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COLEGIO LEON DE GREIFF,,QUINDIO - CALARCA - Zona 01 - COLEGIO LEON DE GREIFF,Sí,No,Nunca
77,CALARCA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,ESCUELA SANTANDER,,QUINDIO - CALARCA - Zona 02 - ESCUELA SANTANDER,Sí,No,Nunca
73,CALARCA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COL. ROMAN MARIA VALENCIA,,QUINDIO - CALARCA - Zona 01 - COL. ROMAN MARIA VALENCIA,Sí,No,Nunca
78,CALARCA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,CONCENTRACION JHON F. KENNEDY,,QUINDIO - CALARCA - Zona 02 - CONCENTRACION JHON F. KENNEDY,Sí,No,Nunca
74,CALARCA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COLEGIO ANTONIO NARIÑO,,QUINDIO - CALARCA - Zona 01 - COLEGIO ANTONIO NARIÑO,Sí,No,Nunca
79,CALARCA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,IE SAN RAFAEL SD LA PRIMAVERA,,QUINDIO - CALARCA - Zona 02 - IE SAN RAFAEL SD LA PRIMAVERA,Sí,No,Nunca
75,CALARCA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,CIUDADELA EDU SECTOR LAURELES,,QUINDIO - CALARCA - Zona 01 - CIUDADELA EDU SECTOR LAURELES,Sí,No,Nunca
82,CALARCA_P10,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,BARCELONA,,QUINDIO - CALARCA - Zona 99 - BARCELONA,Sí,No,Nunca
83,CALARCA_P50,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA ALBANIA,,QUINDIO - CALARCA - Zona 99 - LA ALBANIA,Sí,No,Nunca
84,CALARCA_P52,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA BELLA,,QUINDIO - CALARCA - Zona 99 - LA BELLA,Sí,No,Nunca
85,CALARCA_P55,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA VIRGINIA,,QUINDIO - CALARCA - Zona 99 - LA VIRGINIA,Sí,No,Nunca
86,CALARCA_P75,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,QUEBRADANEGRA,,QUINDIO - CALARCA - Zona 99 - QUEBRADANEGRA,Sí,No,Nunca
87,CIRCASIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 01,I.E.SAN JOSE,,QUINDIO - CIRCASIA - Zona 01 - I.E.SAN JOSE,Sí,No,Nunca
89,CIRCASIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 02,I.E.EDUCATIVA IMET,,QUINDIO - CIRCASIA - Zona 02 - I.E.EDUCATIVA IMET,Sí,No,Nunca
88,CIRCASIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 01,I.E.FRANCISCO LONDOÑO,,QUINDIO - CIRCASIA - Zona 01 - I.E.FRANCISCO LONDOÑO,Sí,No,Nunca
90,CIRCASIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 02,I E  LIBRE,,QUINDIO - CIRCASIA - Zona 02 - I E  LIBRE,Sí,No,Nunca
91,CIRCASIA_P30,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,HOJAS ANCHAS,,QUINDIO - CIRCASIA - Zona 99 - HOJAS ANCHAS,Sí,No,Nunca
92,CIRCASIA_P50,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA CONCHA,,QUINDIO - CIRCASIA - Zona 99 - LA CONCHA,Sí,No,Nunca
93,CIRCASIA_P53,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA POLA,,QUINDIO - CIRCASIA - Zona 99 - LA POLA,Sí,No,Nunca
94,CIRCASIA_P54,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA SIRIA,,QUINDIO - CIRCASIA - Zona 99 - LA SIRIA,Sí,No,Nunca
95,CIRCASIA_P72,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,PIAMONTE,,QUINDIO - CIRCASIA - Zona 99 - PIAMONTE,Sí,No,Nunca
96,CIRCASIA_P80,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,SANTA RITA,,QUINDIO - CIRCASIA - Zona 99 - SANTA RITA,Sí,No,Nunca
97,CORDOBA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,CORDOBA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - CORDOBA - Zona 00 - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
98,FILANDIA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 00,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,,QUINDIO - FILANDIA - Zona 00 - IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,Sí,No,Nunca
99,FILANDIA_P31,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,EL PARAISO,,QUINDIO - FILANDIA - Zona 99 - EL PARAISO,Sí,No,Nunca
100,FILANDIA_P53,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,LA INDIA,,QUINDIO - FILANDIA - Zona 99 - LA INDIA,Sí,No,Nunca
101,FILANDIA_P54,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,CRUCES,,QUINDIO - FILANDIA - Zona 99 - CRUCES,Sí,No,Nunca
102,FILANDIA_P73,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,PAVAS,,QUINDIO - FILANDIA - Zona 99 - PAVAS,Sí,No,Nunca
103,GENOVA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,GENOVA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - GENOVA - Zona 00 - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
104,GENOVA_P32,Sin cédula,coordinador_puesto,test123,QUINDIO,GENOVA,Zona 99,LA VENADA,,QUINDIO - GENOVA - Zona 99 - LA VENADA,Sí,No,Nunca
105,LA_TEBAIDA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,CTRO EDUC. INSTITUTO TEBAIDA,,QUINDIO - LA TEBAIDA - Zona 01 - CTRO EDUC. INSTITUTO TEBAIDA,Sí,No,Nunca
108,LA_TEBAIDA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 02,IE PEDACITO DE CIELO,,QUINDIO - LA TEBAIDA - Zona 02 - IE PEDACITO DE CIELO,Sí,No,Nunca
106,LA_TEBAIDA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. GABRIELA MISTRAL,,QUINDIO - LA TEBAIDA - Zona 01 - INS. EDUC. GABRIELA MISTRAL,Sí,No,Nunca
109,LA_TEBAIDA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 02,INSTITUTO EDUC. ANTONIO NARIÑO,,QUINDIO - LA TEBAIDA - Zona 02 - INSTITUTO EDUC. ANTONIO NARIÑO,Sí,No,Nunca
107,LA_TEBAIDA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. NUEVO HORIZONTE,,QUINDIO - LA TEBAIDA - Zona 01 - INS. EDUC. NUEVO HORIZONTE,Sí,No,Nunca
110,LA_TEBAIDA_P28,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 99,LA HERRADURA  (LA SILVIA),,QUINDIO - LA TEBAIDA - Zona 99 - LA HERRADURA  (LA SILVIA),Sí,No,Nunca
111,MONTENEGRO_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,ESC. RAFAEL URIBE,,QUINDIO - MONTENEGRO - Zona 01 - ESC. RAFAEL URIBE,Sí,No,Nunca
115,MONTENEGRO_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,COL. SANTAMARIA GORETTI,,QUINDIO - MONTENEGRO - Zona 02 - COL. SANTAMARIA GORETTI,Sí,No,Nunca
112,MONTENEGRO_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,COLEGIO INSTITUTO MONTENEGRO,,QUINDIO - MONTENEGRO - Zona 01 - COLEGIO INSTITUTO MONTENEGRO,Sí,No,Nunca
116,MONTENEGRO_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,ESC. LOS FUNDADORES,,QUINDIO - MONTENEGRO - Zona 02 - ESC. LOS FUNDADORES,Sí,No,Nunca
113,MONTENEGRO_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,ESC FRANCISCO JOSE DE CALDAS,,QUINDIO - MONTENEGRO - Zona 01 - ESC FRANCISCO JOSE DE CALDAS,Sí,No,Nunca
117,MONTENEGRO_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,ESCUELA GENERAL SANTANDER,,QUINDIO - MONTENEGRO - Zona 02 - ESCUELA GENERAL SANTANDER,Sí,No,Nunca
114,MONTENEGRO_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,INSTITUCION EDUCATIVA JESUS MARIA OBANDO,,QUINDIO - MONTENEGRO - Zona 01 - INSTITUCION EDUCATIVA JESUS MARIA OBANDO,Sí,No,Nunca
118,MONTENEGRO_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,COLEGIO JESUS MAESTRO,,QUINDIO - MONTENEGRO - Zona 02 - COLEGIO JESUS MAESTRO,Sí,No,Nunca
119,MONTENEGRO_P28,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 99,ESCUELA EL CASTILLO,,QUINDIO - MONTENEGRO - Zona 99 - ESCUELA EL CASTILLO,Sí,No,Nunca
120,MONTENEGRO_P34,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 99,PUEBLO TAPAO,,QUINDIO - MONTENEGRO - Zona 99 - PUEBLO TAPAO,Sí,No,Nunca
121,PIJAO_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - PIJAO - Zona 00 - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
122,PIJAO_P11,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,BARRAGAN,,QUINDIO - PIJAO - Zona 99 - BARRAGAN,Sí,No,Nunca
123,PIJAO_P13,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,LA MARIELA,,QUINDIO - PIJAO - Zona 99 - LA MARIELA,Sí,No,Nunca
124,PIJAO_P57,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,MAIZENA ALTA,,QUINDIO - PIJAO - Zona 99 - MAIZENA ALTA,Sí,No,Nunca
