ID,Nombre,Cédula,Rol,Contraseña,Departamento,Municipio,Zona,Puesto,Mesa,Ubicación Completa,Activo,Presencia Verificada,Último Acceso
1745,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 04,IE NUESTRA SEÑORA DE BELEN,,QUINDIO - ARMENIA - IE NUESTRA SEÑORA DE BELEN,Sí,No,Nunca
1748,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE JESUS MARIA OCAMPO,,QUINDIO - ARMENIA - IE JESUS MARIA OCAMPO,Sí,No,Nunca
1752,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE RUFINO CUERVO CENT SEDE ANT,,QUINDIO - ARMENIA - IE RUFINO CUERVO CENT SEDE ANT,Sí,No,Nunca
1756,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE RUFINO JOSE CUERVO CENTRO,,QUINDIO - ARMENIA - IE RUFINO JOSE CUERVO CENTRO,Sí,No,Nunca
1760,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,IE CIUDAD ARMENIA,,QUINDIO - ARMENIA - IE CIUDAD ARMENIA,Sí,No,Nunca
1764,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE CRISTOBAL COLON,,QUINDIO - ARMENIA - IE CRISTOBAL COLON,Sí,No,Nunca
1770,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,COLISEO SENA,,QUINDIO - ARMENIA - COLISEO SENA,Sí,No,Nunca
1778,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 90,ESTADIO CENTENARIO,,QUINDIO - ARMENIA - ESTADIO CENTENARIO,Sí,No,Nunca
1779,ARMENIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 98,CARCEL CENTRO PENITENCIARIO SA,,QUINDIO - ARMENIA - CARCEL CENTRO PENITENCIARIO SA,Sí,No,Nunca
1732,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE LAURA VICUÑA,,QUINDIO - ARMENIA - IE LAURA VICUÑA,Sí,No,Nunca
1737,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 02,I.E. ROSANA LONDOÑO,,QUINDIO - ARMENIA - I.E. ROSANA LONDOÑO,Sí,No,Nunca
1741,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE LOS QUINDOS,,QUINDIO - ARMENIA - IE LOS QUINDOS,Sí,No,Nunca
1746,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 04,IE LA ADIELA SEDE LA CECILIA,,QUINDIO - ARMENIA - IE LA ADIELA SEDE LA CECILIA,Sí,No,Nunca
1749,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE CIUDAD DORADA,,QUINDIO - ARMENIA - IE CIUDAD DORADA,Sí,No,Nunca
1753,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR,,QUINDIO - ARMENIA - IE CAMARA JUNIOR,Sí,No,Nunca
1757,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE ESCUELA NORMAL SUPERIOR,,QUINDIO - ARMENIA - IE ESCUELA NORMAL SUPERIOR,Sí,No,Nunca
1761,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,CENTRO ADMINISTRATIVO MUNICIPAL,,QUINDIO - ARMENIA - CENTRO ADMINISTRATIVO MUNICIPAL,Sí,No,Nunca
1765,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE GRAN COLOMBIA,,QUINDIO - ARMENIA - IE GRAN COLOMBIA,Sí,No,Nunca
1771,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,,QUINDIO - ARMENIA - UNIVERSIDAD DEL QUINDIO,Sí,No,Nunca
1780,ARMENIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 98,CARCEL VILLA CRISTINA,,QUINDIO - ARMENIA - CARCEL VILLA CRISTINA,Sí,No,Nunca
1733,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE INSTITUTO TECNICO INDUSTRIAL,,QUINDIO - ARMENIA - IE INSTITUTO TECNICO INDUSTRIAL,Sí,No,Nunca
1738,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 02,IE MARCELINO CHAMPAGNAT,,QUINDIO - ARMENIA - IE MARCELINO CHAMPAGNAT,Sí,No,Nunca
1742,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE CIUDADELA DEL SUR,,QUINDIO - ARMENIA - IE CIUDADELA DEL SUR,Sí,No,Nunca
1747,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 04,IE LAS COLINAS,,QUINDIO - ARMENIA - IE LAS COLINAS,Sí,No,Nunca
1750,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE CAMILO TORRES,,QUINDIO - ARMENIA - IE CAMILO TORRES,Sí,No,Nunca
1754,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE GUSTAVO MATAMOROS D. COSTA,,QUINDIO - ARMENIA - IE GUSTAVO MATAMOROS D. COSTA,Sí,No,Nunca
1758,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE,,QUINDIO - ARMENIA - IE CIUDADELA DE OCCIDENTE,Sí,No,Nunca
1762,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,COL SAGRADO CORAZON DE JESUS B,,QUINDIO - ARMENIA - COL SAGRADO CORAZON DE JESUS B,Sí,No,Nunca
1766,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,COLISEO DEL CAFE,,QUINDIO - ARMENIA - COLISEO DEL CAFE,Sí,No,Nunca
1772,ARMENIA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE REPUBLICA DE FRANCIA,,QUINDIO - ARMENIA - IE REPUBLICA DE FRANCIA,Sí,No,Nunca
1734,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE SIMON RODRIGUEZ,,QUINDIO - ARMENIA - IE SIMON RODRIGUEZ,Sí,No,Nunca
1739,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 02,IE RUFINO JOSE CUERVO SUR,,QUINDIO - ARMENIA - IE RUFINO JOSE CUERVO SUR,Sí,No,Nunca
1743,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE JUAN XXIII,,QUINDIO - ARMENIA - IE JUAN XXIII,Sí,No,Nunca
1751,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 05,IE LUIS BERNAL GIRALDO,,QUINDIO - ARMENIA - IE LUIS BERNAL GIRALDO,Sí,No,Nunca
1755,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 06,IE CAMARA JUNIOR SEDE LA PAVON,,QUINDIO - ARMENIA - IE CAMARA JUNIOR SEDE LA PAVON,Sí,No,Nunca
1759,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 07,IE CIUDADELA DE OCCIDENTE SD LA PATRIA,,QUINDIO - ARMENIA - IE CIUDADELA DE OCCIDENTE SD LA PATRIA,Sí,No,Nunca
1763,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 08,ESC. SUP. DE ADMINISTRACION PUBLICA ESAP,,QUINDIO - ARMENIA - ESC. SUP. DE ADMINISTRACION PUBLICA ESAP,Sí,No,Nunca
1767,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE INEM JOSE CELESTINO MUTIS,,QUINDIO - ARMENIA - IE INEM JOSE CELESTINO MUTIS,Sí,No,Nunca
1773,ARMENIA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,ESC. DE ADM. Y MERCADOTECNIA EAM,,QUINDIO - ARMENIA - ESC. DE ADM. Y MERCADOTECNIA EAM,Sí,No,Nunca
1735,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 01,IE TERESITA MONTES SD PRINCIPAL,,QUINDIO - ARMENIA - IE TERESITA MONTES SD PRINCIPAL,Sí,No,Nunca
1744,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 03,IE POLICARPA SALAVARRIETA,,QUINDIO - ARMENIA - IE POLICARPA SALAVARRIETA,Sí,No,Nunca
1768,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE SANTA EUFRACIA,,QUINDIO - ARMENIA - IE CASD SEDE SANTA EUFRACIA,Sí,No,Nunca
1774,ARMENIA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,FUNDACION QUINDIANA DE ATENCION INTEGRAL,,QUINDIO - ARMENIA - FUNDACION QUINDIANA DE ATENCION INTEGRAL,Sí,No,Nunca
1769,ARMENIA_P06,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE PRINCIPAL,,QUINDIO - ARMENIA - IE CASD SEDE PRINCIPAL,Sí,No,Nunca
1775,ARMENIA_P06,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,SENA CENTRO AGROINDUSTRIAL,,QUINDIO - ARMENIA - SENA CENTRO AGROINDUSTRIAL,Sí,No,Nunca
1776,ARMENIA_P07,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE EUDORO GRANADA SD FUNDADORES,,QUINDIO - ARMENIA - IE EUDORO GRANADA SD FUNDADORES,Sí,No,Nunca
1777,ARMENIA_P08,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 10,IE SANTA TERESA DE JESUS SD LA FLORIDA,,QUINDIO - ARMENIA - IE SANTA TERESA DE JESUS SD LA FLORIDA,Sí,No,Nunca
1781,ARMENIA_P27,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,EL CAIMO,,QUINDIO - ARMENIA - EL CAIMO,Sí,No,Nunca
1782,ARMENIA_P58,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,MURILLO,,QUINDIO - ARMENIA - MURILLO,Sí,No,Nunca
1783,ARMENIA_P70,Sin cédula,coordinador_puesto,test123,QUINDIO,ARMENIA,Zona 99,FUND. MANOS UNIDAS DE DIOS (PANTANILLO),,QUINDIO - ARMENIA - FUND. MANOS UNIDAS DE DIOS (PANTANILLO),Sí,No,Nunca
1784,BUENAVISTA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,BUENAVISTA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - BUENAVISTA - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
1785,BUENAVISTA_P70,Sin cédula,coordinador_puesto,test123,QUINDIO,BUENAVISTA,Zona 99,IE RIO VERDE BAJO,,QUINDIO - BUENAVISTA - IE RIO VERDE BAJO,Sí,No,Nunca
1786,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,INST.EDUC.SEGUNDO HENAO,,QUINDIO - CALARCA - INST.EDUC.SEGUNDO HENAO,Sí,No,Nunca
1791,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,COLEGIO ROBLEDO,,QUINDIO - CALARCA - COLEGIO ROBLEDO,Sí,No,Nunca
1795,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 90,PUESTO CENSO (VIVE DIGITAL),,QUINDIO - CALARCA - PUESTO CENSO (VIVE DIGITAL),Sí,No,Nunca
1796,CALARCA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 98,CARCEL,,QUINDIO - CALARCA - CARCEL,Sí,No,Nunca
1787,CALARCA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COLEGIO LEON DE GREIFF,,QUINDIO - CALARCA - COLEGIO LEON DE GREIFF,Sí,No,Nunca
1792,CALARCA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,ESCUELA SANTANDER,,QUINDIO - CALARCA - ESCUELA SANTANDER,Sí,No,Nunca
1788,CALARCA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COL. ROMAN MARIA VALENCIA,,QUINDIO - CALARCA - COL. ROMAN MARIA VALENCIA,Sí,No,Nunca
1793,CALARCA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,CONCENTRACION JHON F. KENNEDY,,QUINDIO - CALARCA - CONCENTRACION JHON F. KENNEDY,Sí,No,Nunca
1789,CALARCA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,COLEGIO ANTONIO NARIÑO,,QUINDIO - CALARCA - COLEGIO ANTONIO NARIÑO,Sí,No,Nunca
1794,CALARCA_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 02,IE SAN RAFAEL SD LA PRIMAVERA,,QUINDIO - CALARCA - IE SAN RAFAEL SD LA PRIMAVERA,Sí,No,Nunca
1790,CALARCA_P05,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 01,CIUDADELA EDU SECTOR LAURELES,,QUINDIO - CALARCA - CIUDADELA EDU SECTOR LAURELES,Sí,No,Nunca
1797,CALARCA_P10,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,BARCELONA,,QUINDIO - CALARCA - BARCELONA,Sí,No,Nunca
1798,CALARCA_P50,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA ALBANIA,,QUINDIO - CALARCA - LA ALBANIA,Sí,No,Nunca
1799,CALARCA_P52,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA BELLA,,QUINDIO - CALARCA - LA BELLA,Sí,No,Nunca
1800,CALARCA_P55,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,LA VIRGINIA,,QUINDIO - CALARCA - LA VIRGINIA,Sí,No,Nunca
1801,CALARCA_P75,Sin cédula,coordinador_puesto,test123,QUINDIO,CALARCA,Zona 99,QUEBRADANEGRA,,QUINDIO - CALARCA - QUEBRADANEGRA,Sí,No,Nunca
1802,CIRCASIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 01,I.E.SAN JOSE,,QUINDIO - CIRCASIA - I.E.SAN JOSE,Sí,No,Nunca
1804,CIRCASIA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 02,I.E.EDUCATIVA IMET,,QUINDIO - CIRCASIA - I.E.EDUCATIVA IMET,Sí,No,Nunca
1803,CIRCASIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 01,I.E.FRANCISCO LONDOÑO,,QUINDIO - CIRCASIA - I.E.FRANCISCO LONDOÑO,Sí,No,Nunca
1805,CIRCASIA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 02,I E  LIBRE,,QUINDIO - CIRCASIA - I E  LIBRE,Sí,No,Nunca
1806,CIRCASIA_P30,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,HOJAS ANCHAS,,QUINDIO - CIRCASIA - HOJAS ANCHAS,Sí,No,Nunca
1807,CIRCASIA_P50,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA CONCHA,,QUINDIO - CIRCASIA - LA CONCHA,Sí,No,Nunca
1808,CIRCASIA_P53,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA POLA,,QUINDIO - CIRCASIA - LA POLA,Sí,No,Nunca
1809,CIRCASIA_P54,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,LA SIRIA,,QUINDIO - CIRCASIA - LA SIRIA,Sí,No,Nunca
1810,CIRCASIA_P72,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,PIAMONTE,,QUINDIO - CIRCASIA - PIAMONTE,Sí,No,Nunca
1811,CIRCASIA_P80,Sin cédula,coordinador_puesto,test123,QUINDIO,CIRCASIA,Zona 99,SANTA RITA,,QUINDIO - CIRCASIA - SANTA RITA,Sí,No,Nunca
1812,CORDOBA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,CORDOBA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - CORDOBA - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
1813,FILANDIA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 00,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,,QUINDIO - FILANDIA - IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,Sí,No,Nunca
1814,FILANDIA_P31,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,EL PARAISO,,QUINDIO - FILANDIA - EL PARAISO,Sí,No,Nunca
1815,FILANDIA_P53,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,LA INDIA,,QUINDIO - FILANDIA - LA INDIA,Sí,No,Nunca
1816,FILANDIA_P54,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,CRUCES,,QUINDIO - FILANDIA - CRUCES,Sí,No,Nunca
1817,FILANDIA_P73,Sin cédula,coordinador_puesto,test123,QUINDIO,FILANDIA,Zona 99,PAVAS,,QUINDIO - FILANDIA - PAVAS,Sí,No,Nunca
1818,GENOVA_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,GENOVA,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - GENOVA - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
1819,GENOVA_P32,Sin cédula,coordinador_puesto,test123,QUINDIO,GENOVA,Zona 99,LA VENADA,,QUINDIO - GENOVA - LA VENADA,Sí,No,Nunca
1820,LA_TEBAIDA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,CTRO EDUC. INSTITUTO TEBAIDA,,QUINDIO - LA TEBAIDA - CTRO EDUC. INSTITUTO TEBAIDA,Sí,No,Nunca
1823,LA_TEBAIDA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 02,IE PEDACITO DE CIELO,,QUINDIO - LA TEBAIDA - IE PEDACITO DE CIELO,Sí,No,Nunca
1821,LA_TEBAIDA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. GABRIELA MISTRAL,,QUINDIO - LA TEBAIDA - INS. EDUC. GABRIELA MISTRAL,Sí,No,Nunca
1824,LA_TEBAIDA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 02,INSTITUTO EDUC. ANTONIO NARIÑO,,QUINDIO - LA TEBAIDA - INSTITUTO EDUC. ANTONIO NARIÑO,Sí,No,Nunca
1822,LA_TEBAIDA_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. NUEVO HORIZONTE,,QUINDIO - LA TEBAIDA - INS. EDUC. NUEVO HORIZONTE,Sí,No,Nunca
1825,LA_TEBAIDA_P28,Sin cédula,coordinador_puesto,test123,QUINDIO,LA TEBAIDA,Zona 99,LA HERRADURA  (LA SILVIA),,QUINDIO - LA TEBAIDA - LA HERRADURA  (LA SILVIA),Sí,No,Nunca
1826,MONTENEGRO_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,ESC. RAFAEL URIBE,,QUINDIO - MONTENEGRO - ESC. RAFAEL URIBE,Sí,No,Nunca
1830,MONTENEGRO_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,COL. SANTAMARIA GORETTI,,QUINDIO - MONTENEGRO - COL. SANTAMARIA GORETTI,Sí,No,Nunca
1827,MONTENEGRO_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,COLEGIO INSTITUTO MONTENEGRO,,QUINDIO - MONTENEGRO - COLEGIO INSTITUTO MONTENEGRO,Sí,No,Nunca
1831,MONTENEGRO_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,ESC. LOS FUNDADORES,,QUINDIO - MONTENEGRO - ESC. LOS FUNDADORES,Sí,No,Nunca
1828,MONTENEGRO_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,ESC FRANCISCO JOSE DE CALDAS,,QUINDIO - MONTENEGRO - ESC FRANCISCO JOSE DE CALDAS,Sí,No,Nunca
1832,MONTENEGRO_P03,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,ESCUELA GENERAL SANTANDER,,QUINDIO - MONTENEGRO - ESCUELA GENERAL SANTANDER,Sí,No,Nunca
1829,MONTENEGRO_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 01,INSTITUCION EDUCATIVA JESUS MARIA OBANDO,,QUINDIO - MONTENEGRO - INSTITUCION EDUCATIVA JESUS MARIA OBANDO,Sí,No,Nunca
1833,MONTENEGRO_P04,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 02,COLEGIO JESUS MAESTRO,,QUINDIO - MONTENEGRO - COLEGIO JESUS MAESTRO,Sí,No,Nunca
1834,MONTENEGRO_P28,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 99,ESCUELA EL CASTILLO,,QUINDIO - MONTENEGRO - ESCUELA EL CASTILLO,Sí,No,Nunca
1835,MONTENEGRO_P34,Sin cédula,coordinador_puesto,test123,QUINDIO,MONTENEGRO,Zona 99,PUEBLO TAPAO,,QUINDIO - MONTENEGRO - PUEBLO TAPAO,Sí,No,Nunca
1836,PIJAO_P00,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 00,PUESTO CABECERA MUNICIPAL,,QUINDIO - PIJAO - PUESTO CABECERA MUNICIPAL,Sí,No,Nunca
1837,PIJAO_P11,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,BARRAGAN,,QUINDIO - PIJAO - BARRAGAN,Sí,No,Nunca
1838,PIJAO_P13,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,LA MARIELA,,QUINDIO - PIJAO - LA MARIELA,Sí,No,Nunca
1839,PIJAO_P57,Sin cédula,coordinador_puesto,test123,QUINDIO,PIJAO,Zona 99,MAIZENA ALTA,,QUINDIO - PIJAO - MAIZENA ALTA,Sí,No,Nunca
1840,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,INST. EDU.  POLICARPA SALAVARRIETA,,QUINDIO - QUIMBAYA - INST. EDU.  POLICARPA SALAVARRIETA,Sí,No,Nunca
1845,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 02,INSTITUCION EDUCATIVA ANTONIO RICAURTE,,QUINDIO - QUIMBAYA - INSTITUCION EDUCATIVA ANTONIO RICAURTE,Sí,No,Nunca
1848,QUIMBAYA_P01,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 90,INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,,QUINDIO - QUIMBAYA - INSTITUCION EDUCATIVA INSTITUTO QUIMBAYA,Sí,No,Nunca
1841,QUIMBAYA_P02,Sin cédula,coordinador_puesto,test123,QUINDIO,QUIMBAYA,Zona 01,I.E. DE MERCADOTECNIA MARIA INMACULADA,,QUINDIO - QUIMBAYA - I.E. DE MERCADOTECNIA MARIA INMACULADA,Sí,No,Nunca
